"gene","covid_log2FC","covid_padj","covid_direction","virus_log2FC","virus_padj","virus_direction","shared_direction"
"CD69",3.19697037273843,0.00201463288943239,"Up",2.31601704325258,0.028084658158738,"Up","Shared Up"
"SLAMF7",2.26596324095512,0.00246905443117284,"Up",2.57475638304265,0.00854921518901133,"Up","Shared Up"
"CCL2",4.04564557173919,0.00249517652560736,"Up",4.18078652400686,0.000782985910590708,"Up","Shared Up"
"PLEK",2.41545353464352,0.00259501487182097,"Up",2.19627048175806,0.00869294045829501,"Up","Shared Up"
"PROK2",3.58352366804916,0.00278236072096283,"Up",2.94936995554431,0.0136646967736667,"Up","Shared Up"
"MILR1",2.36243257592606,0.0034098203973238,"Up",2.14416417970757,0.0400900826197204,"Up","Shared Up"
"AIM2",2.66441074406339,0.00390409217391209,"Up",2.04687585948667,0.0240495213441759,"Up","Shared Up"
"TFEC",2.37449779147674,0.00431812536480622,"Up",3.48563900719291,0.00137837859113223,"Up","Shared Up"
"TNF",2.73424531446249,0.00677927700721595,"Up",2.24013017118846,0.0231002520533151,"Up","Shared Up"
"SLC18A1",3.2065291937813,0.00822554413362207,"Up",4.13789122614031,0.00589682091010749,"Up","Shared Up"
"ZNF81",2.42694113005006,0.0109787384598371,"Up",3.48967452484125,0.0234946127872724,"Up","Shared Up"
"FLI1",1.98473576313205,0.0130223950543877,"Up",2.63908625960878,0.0285118593388773,"Up","Shared Up"
"MIR191",2.25118573447386,0.0162110643899062,"Up",3.34887281804691,0.0023750503601352,"Up","Shared Up"
"CASP5",3.13752010703852,0.0167769839252461,"Up",2.90230488980653,0.0111528770874792,"Up","Shared Up"
"CMKLR1",1.58850813813498,0.0280419673928802,"Up",1.91798765290517,0.0169315471725667,"Up","Shared Up"
"IL1R2",2.74212304685449,0.0285263462916937,"Up",2.35739564078392,0.0306124573526199,"Up","Shared Up"
"CXCR2",2.5483879760092,0.0307545660802442,"Up",2.82011641830433,0.0124407914904156,"Up","Shared Up"
"RPS6KA4",1.60962269038363,0.033615185898777,"Up",1.96457266481767,0.0327210910161857,"Up","Shared Up"
